match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
cooper et al._1996_81,cooper et al._1996,no comm,,13,cooper et al._1996_1,cooper et al._1996_26,1,3
cooper et al._1996_82,cooper et al._1996,no comm,,13,cooper et al._1996_10,cooper et al._1996_25,1,3
cooper et al._1996_83,cooper et al._1996,no comm,,13,cooper et al._1996_11,cooper et al._1996_36,2,3
cooper et al._1996_84,cooper et al._1996,no comm,,13,cooper et al._1996_12,cooper et al._1996_27,1,3
cooper et al._1996_85,cooper et al._1996,no comm,,13,cooper et al._1996_13,cooper et al._1996_38,2,4
cooper et al._1996_86,cooper et al._1996,no comm,,13,cooper et al._1996_14,cooper et al._1996_29,1,3
cooper et al._1996_87,cooper et al._1996,no comm,,13,cooper et al._1996_15,cooper et al._1996_40,1,4
cooper et al._1996_88,cooper et al._1996,no comm,,13,cooper et al._1996_16,cooper et al._1996_31,2,4
cooper et al._1996_89,cooper et al._1996,no comm,,13,cooper et al._1996_18,cooper et al._1996_33,1,4
cooper et al._1996_90,cooper et al._1996,no comm,,13,cooper et al._1996_2,cooper et al._1996_17,2,4
cooper et al._1996_91,cooper et al._1996,no comm,,13,cooper et al._1996_20,cooper et al._1996_35,1,3
cooper et al._1996_92,cooper et al._1996,no comm,,13,cooper et al._1996_22,cooper et al._1996_37,1,3
cooper et al._1996_93,cooper et al._1996,no comm,,13,cooper et al._1996_24,cooper et al._1996_39,1,3
cooper et al._1996_94,cooper et al._1996,no comm,,13,cooper et al._1996_3,cooper et al._1996_28,1,3
cooper et al._1996_95,cooper et al._1996,no comm,,13,cooper et al._1996_4,cooper et al._1996_19,1,3
cooper et al._1996_96,cooper et al._1996,no comm,,13,cooper et al._1996_5,cooper et al._1996_30,1,3
cooper et al._1996_97,cooper et al._1996,no comm,,13,cooper et al._1996_6,cooper et al._1996_21,2,3
cooper et al._1996_98,cooper et al._1996,no comm,,13,cooper et al._1996_7,cooper et al._1996_32,1,4
cooper et al._1996_99,cooper et al._1996,no comm,,13,cooper et al._1996_8,cooper et al._1996_23,2,3
cooper et al._1996_100,cooper et al._1996,no comm,,13,cooper et al._1996_9,cooper et al._1996_34,1,3
cooper et al._1996_101,cooper et al._1996,no comm,,14,cooper et al._1996_1,cooper et al._1996_28,1,3
cooper et al._1996_102,cooper et al._1996,no comm,,14,cooper et al._1996_10,cooper et al._1996_23,1,3
cooper et al._1996_103,cooper et al._1996,no comm,,14,cooper et al._1996_11,cooper et al._1996_38,2,3
cooper et al._1996_104,cooper et al._1996,no comm,,14,cooper et al._1996_12,cooper et al._1996_25,1,3
cooper et al._1996_105,cooper et al._1996,no comm,,14,cooper et al._1996_13,cooper et al._1996_40,2,3
cooper et al._1996_106,cooper et al._1996,no comm,,14,cooper et al._1996_14,cooper et al._1996_27,1,3
cooper et al._1996_107,cooper et al._1996,no comm,,14,cooper et al._1996_16,cooper et al._1996_29,1,3
cooper et al._1996_108,cooper et al._1996,no comm,,14,cooper et al._1996_18,cooper et al._1996_31,1,3
cooper et al._1996_109,cooper et al._1996,no comm,,14,cooper et al._1996_2,cooper et al._1996_15,2,3
cooper et al._1996_110,cooper et al._1996,no comm,,14,cooper et al._1996_20,cooper et al._1996_33,1,4
cooper et al._1996_111,cooper et al._1996,no comm,,14,cooper et al._1996_22,cooper et al._1996_35,1,3
cooper et al._1996_112,cooper et al._1996,no comm,,14,cooper et al._1996_24,cooper et al._1996_37,1,3
cooper et al._1996_113,cooper et al._1996,no comm,,14,cooper et al._1996_26,cooper et al._1996_39,1,3
cooper et al._1996_114,cooper et al._1996,no comm,,14,cooper et al._1996_3,cooper et al._1996_30,1,3
cooper et al._1996_115,cooper et al._1996,no comm,,14,cooper et al._1996_4,cooper et al._1996_17,1,3
cooper et al._1996_116,cooper et al._1996,no comm,,14,cooper et al._1996_5,cooper et al._1996_32,1,3
cooper et al._1996_117,cooper et al._1996,no comm,,14,cooper et al._1996_6,cooper et al._1996_19,1,3
cooper et al._1996_118,cooper et al._1996,no comm,,14,cooper et al._1996_7,cooper et al._1996_34,1,3
cooper et al._1996_119,cooper et al._1996,no comm,,14,cooper et al._1996_8,cooper et al._1996_21,1,3
cooper et al._1996_120,cooper et al._1996,no comm,,14,cooper et al._1996_9,cooper et al._1996_36,1,3
cooper et al._1996_121,cooper et al._1996,no comm,,15,cooper et al._1996_1,cooper et al._1996_30,1,4
cooper et al._1996_122,cooper et al._1996,no comm,,15,cooper et al._1996_10,cooper et al._1996_21,1,4
cooper et al._1996_123,cooper et al._1996,no comm,,15,cooper et al._1996_11,cooper et al._1996_40,1,3
cooper et al._1996_124,cooper et al._1996,no comm,,15,cooper et al._1996_12,cooper et al._1996_23,1,3
cooper et al._1996_125,cooper et al._1996,no comm,,15,cooper et al._1996_14,cooper et al._1996_25,1,3
cooper et al._1996_126,cooper et al._1996,no comm,,15,cooper et al._1996_16,cooper et al._1996_27,1,3
cooper et al._1996_127,cooper et al._1996,no comm,,15,cooper et al._1996_18,cooper et al._1996_29,1,3
cooper et al._1996_128,cooper et al._1996,no comm,,15,cooper et al._1996_2,cooper et al._1996_13,2,4
cooper et al._1996_129,cooper et al._1996,no comm,,15,cooper et al._1996_20,cooper et al._1996_31,1,3
cooper et al._1996_130,cooper et al._1996,no comm,,15,cooper et al._1996_22,cooper et al._1996_33,1,3
cooper et al._1996_131,cooper et al._1996,no comm,,15,cooper et al._1996_24,cooper et al._1996_35,1,3
cooper et al._1996_132,cooper et al._1996,no comm,,15,cooper et al._1996_26,cooper et al._1996_37,1,3
cooper et al._1996_133,cooper et al._1996,no comm,,15,cooper et al._1996_28,cooper et al._1996_39,1,4
cooper et al._1996_134,cooper et al._1996,no comm,,15,cooper et al._1996_3,cooper et al._1996_32,2,3
cooper et al._1996_135,cooper et al._1996,no comm,,15,cooper et al._1996_4,cooper et al._1996_15,2,3
cooper et al._1996_136,cooper et al._1996,no comm,,15,cooper et al._1996_5,cooper et al._1996_34,1,3
cooper et al._1996_137,cooper et al._1996,no comm,,15,cooper et al._1996_6,cooper et al._1996_17,1,3
cooper et al._1996_138,cooper et al._1996,no comm,,15,cooper et al._1996_7,cooper et al._1996_36,1,3
cooper et al._1996_139,cooper et al._1996,no comm,,15,cooper et al._1996_8,cooper et al._1996_19,1,3
cooper et al._1996_140,cooper et al._1996,no comm,,15,cooper et al._1996_9,cooper et al._1996_38,1,4
cooper et al._1996_141,cooper et al._1996,no comm,,16,cooper et al._1996_1,cooper et al._1996_32,2,3
cooper et al._1996_142,cooper et al._1996,no comm,,16,cooper et al._1996_10,cooper et al._1996_19,1,3
cooper et al._1996_143,cooper et al._1996,no comm,,16,cooper et al._1996_12,cooper et al._1996_21,1,4
cooper et al._1996_144,cooper et al._1996,no comm,,16,cooper et al._1996_14,cooper et al._1996_23,1,3
cooper et al._1996_145,cooper et al._1996,no comm,,16,cooper et al._1996_16,cooper et al._1996_25,1,3
cooper et al._1996_146,cooper et al._1996,no comm,,16,cooper et al._1996_18,cooper et al._1996_27,1,3
cooper et al._1996_147,cooper et al._1996,no comm,,16,cooper et al._1996_2,cooper et al._1996_11,1,3
cooper et al._1996_148,cooper et al._1996,no comm,,16,cooper et al._1996_20,cooper et al._1996_29,1,3
cooper et al._1996_149,cooper et al._1996,no comm,,16,cooper et al._1996_22,cooper et al._1996_31,2,4
cooper et al._1996_150,cooper et al._1996,no comm,,16,cooper et al._1996_24,cooper et al._1996_33,1,3
cooper et al._1996_151,cooper et al._1996,no comm,,16,cooper et al._1996_26,cooper et al._1996_35,1,4
cooper et al._1996_152,cooper et al._1996,no comm,,16,cooper et al._1996_28,cooper et al._1996_37,1,3
cooper et al._1996_153,cooper et al._1996,no comm,,16,cooper et al._1996_3,cooper et al._1996_34,1,4
cooper et al._1996_154,cooper et al._1996,no comm,,16,cooper et al._1996_30,cooper et al._1996_39,2,3
cooper et al._1996_155,cooper et al._1996,no comm,,16,cooper et al._1996_4,cooper et al._1996_13,1,3
cooper et al._1996_156,cooper et al._1996,no comm,,16,cooper et al._1996_5,cooper et al._1996_36,1,3
cooper et al._1996_157,cooper et al._1996,no comm,,16,cooper et al._1996_6,cooper et al._1996_15,1,3
cooper et al._1996_158,cooper et al._1996,no comm,,16,cooper et al._1996_7,cooper et al._1996_38,2,4
cooper et al._1996_159,cooper et al._1996,no comm,,16,cooper et al._1996_8,cooper et al._1996_17,1,4
cooper et al._1996_160,cooper et al._1996,no comm,,16,cooper et al._1996_9,cooper et al._1996_40,1,3
cooper et al._1996_161,cooper et al._1996,no comm,,17,cooper et al._1996_1,cooper et al._1996_34,1,3
cooper et al._1996_162,cooper et al._1996,no comm,,17,cooper et al._1996_10,cooper et al._1996_17,1,3
cooper et al._1996_163,cooper et al._1996,no comm,,17,cooper et al._1996_12,cooper et al._1996_19,1,3
cooper et al._1996_164,cooper et al._1996,no comm,,17,cooper et al._1996_14,cooper et al._1996_21,1,3
cooper et al._1996_165,cooper et al._1996,no comm,,17,cooper et al._1996_16,cooper et al._1996_23,2,4
cooper et al._1996_166,cooper et al._1996,no comm,,17,cooper et al._1996_18,cooper et al._1996_25,1,3
cooper et al._1996_167,cooper et al._1996,no comm,,17,cooper et al._1996_2,cooper et al._1996_9,1,3
cooper et al._1996_168,cooper et al._1996,no comm,,17,cooper et al._1996_20,cooper et al._1996_27,1,4
cooper et al._1996_169,cooper et al._1996,no comm,,17,cooper et al._1996_22,cooper et al._1996_29,1,4
cooper et al._1996_170,cooper et al._1996,no comm,,17,cooper et al._1996_24,cooper et al._1996_31,2,3
cooper et al._1996_171,cooper et al._1996,no comm,,17,cooper et al._1996_26,cooper et al._1996_33,1,3
cooper et al._1996_172,cooper et al._1996,no comm,,17,cooper et al._1996_28,cooper et al._1996_35,1,3
cooper et al._1996_173,cooper et al._1996,no comm,,17,cooper et al._1996_3,cooper et al._1996_36,1,4
cooper et al._1996_174,cooper et al._1996,no comm,,17,cooper et al._1996_30,cooper et al._1996_37,2,3
cooper et al._1996_175,cooper et al._1996,no comm,,17,cooper et al._1996_32,cooper et al._1996_39,1,3
cooper et al._1996_176,cooper et al._1996,no comm,,17,cooper et al._1996_4,cooper et al._1996_11,1,3
cooper et al._1996_177,cooper et al._1996,no comm,,17,cooper et al._1996_5,cooper et al._1996_38,1,4
cooper et al._1996_178,cooper et al._1996,no comm,,17,cooper et al._1996_6,cooper et al._1996_13,1,3
cooper et al._1996_179,cooper et al._1996,no comm,,17,cooper et al._1996_7,cooper et al._1996_40,1,4
cooper et al._1996_180,cooper et al._1996,no comm,,17,cooper et al._1996_8,cooper et al._1996_15,1,3
cooper et al._1996_181,cooper et al._1996,no comm,,18,cooper et al._1996_1,cooper et al._1996_36,2,3
cooper et al._1996_182,cooper et al._1996,no comm,,18,cooper et al._1996_10,cooper et al._1996_15,1,3
cooper et al._1996_183,cooper et al._1996,no comm,,18,cooper et al._1996_12,cooper et al._1996_17,1,3
cooper et al._1996_184,cooper et al._1996,no comm,,18,cooper et al._1996_14,cooper et al._1996_19,1,3
cooper et al._1996_185,cooper et al._1996,no comm,,18,cooper et al._1996_16,cooper et al._1996_21,1,3
cooper et al._1996_186,cooper et al._1996,no comm,,18,cooper et al._1996_18,cooper et al._1996_23,1,3
cooper et al._1996_187,cooper et al._1996,no comm,,18,cooper et al._1996_2,cooper et al._1996_7,2,4
cooper et al._1996_188,cooper et al._1996,no comm,,18,cooper et al._1996_20,cooper et al._1996_25,1,3
cooper et al._1996_189,cooper et al._1996,no comm,,18,cooper et al._1996_22,cooper et al._1996_27,1,3
cooper et al._1996_190,cooper et al._1996,no comm,,18,cooper et al._1996_24,cooper et al._1996_29,1,3
cooper et al._1996_191,cooper et al._1996,no comm,,18,cooper et al._1996_26,cooper et al._1996_31,1,4
cooper et al._1996_192,cooper et al._1996,no comm,,18,cooper et al._1996_28,cooper et al._1996_33,1,3
cooper et al._1996_193,cooper et al._1996,no comm,,18,cooper et al._1996_3,cooper et al._1996_38,2,4
cooper et al._1996_194,cooper et al._1996,no comm,,18,cooper et al._1996_30,cooper et al._1996_35,1,3
cooper et al._1996_195,cooper et al._1996,no comm,,18,cooper et al._1996_32,cooper et al._1996_37,2,3
cooper et al._1996_196,cooper et al._1996,no comm,,18,cooper et al._1996_34,cooper et al._1996_39,1,3
cooper et al._1996_197,cooper et al._1996,no comm,,18,cooper et al._1996_4,cooper et al._1996_9,1,3
cooper et al._1996_198,cooper et al._1996,no comm,,18,cooper et al._1996_5,cooper et al._1996_40,1,3
cooper et al._1996_199,cooper et al._1996,no comm,,18,cooper et al._1996_6,cooper et al._1996_11,1,3
cooper et al._1996_200,cooper et al._1996,no comm,,18,cooper et al._1996_8,cooper et al._1996_13,1,3
cooper et al._1996_201,cooper et al._1996,no comm,,19,cooper et al._1996_1,cooper et al._1996_38,1,4
cooper et al._1996_202,cooper et al._1996,no comm,,19,cooper et al._1996_10,cooper et al._1996_13,2,3
cooper et al._1996_203,cooper et al._1996,no comm,,19,cooper et al._1996_12,cooper et al._1996_15,1,3
cooper et al._1996_204,cooper et al._1996,no comm,,19,cooper et al._1996_14,cooper et al._1996_17,2,3
cooper et al._1996_205,cooper et al._1996,no comm,,19,cooper et al._1996_16,cooper et al._1996_19,1,3
cooper et al._1996_206,cooper et al._1996,no comm,,19,cooper et al._1996_18,cooper et al._1996_21,2,3
cooper et al._1996_207,cooper et al._1996,no comm,,19,cooper et al._1996_2,cooper et al._1996_5,1,4
cooper et al._1996_208,cooper et al._1996,no comm,,19,cooper et al._1996_20,cooper et al._1996_23,1,3
cooper et al._1996_209,cooper et al._1996,no comm,,19,cooper et al._1996_22,cooper et al._1996_25,1,3
cooper et al._1996_210,cooper et al._1996,no comm,,19,cooper et al._1996_24,cooper et al._1996_27,1,3
cooper et al._1996_211,cooper et al._1996,no comm,,19,cooper et al._1996_26,cooper et al._1996_29,1,3
cooper et al._1996_212,cooper et al._1996,no comm,,19,cooper et al._1996_28,cooper et al._1996_31,2,3
cooper et al._1996_213,cooper et al._1996,no comm,,19,cooper et al._1996_3,cooper et al._1996_40,2,3
cooper et al._1996_214,cooper et al._1996,no comm,,19,cooper et al._1996_30,cooper et al._1996_33,1,3
cooper et al._1996_215,cooper et al._1996,no comm,,19,cooper et al._1996_32,cooper et al._1996_35,1,3
cooper et al._1996_216,cooper et al._1996,no comm,,19,cooper et al._1996_34,cooper et al._1996_37,1,3
cooper et al._1996_217,cooper et al._1996,no comm,,19,cooper et al._1996_36,cooper et al._1996_39,1,3
cooper et al._1996_218,cooper et al._1996,no comm,,19,cooper et al._1996_4,cooper et al._1996_7,1,3
cooper et al._1996_219,cooper et al._1996,no comm,,19,cooper et al._1996_6,cooper et al._1996_9,1,3
cooper et al._1996_220,cooper et al._1996,no comm,,19,cooper et al._1996_8,cooper et al._1996_11,2,3
cooper et al._1996_221,cooper et al._1996,no comm,,2,cooper et al._1996_1,cooper et al._1996_4,2,4
cooper et al._1996_222,cooper et al._1996,no comm,,2,cooper et al._1996_11,cooper et al._1996_14,1,3
cooper et al._1996_223,cooper et al._1996,no comm,,2,cooper et al._1996_13,cooper et al._1996_16,2,4
cooper et al._1996_224,cooper et al._1996,no comm,,2,cooper et al._1996_15,cooper et al._1996_18,2,3
cooper et al._1996_225,cooper et al._1996,no comm,,2,cooper et al._1996_17,cooper et al._1996_20,1,3
cooper et al._1996_226,cooper et al._1996,no comm,,2,cooper et al._1996_19,cooper et al._1996_22,2,3
cooper et al._1996_227,cooper et al._1996,no comm,,2,cooper et al._1996_2,cooper et al._1996_39,2,3
cooper et al._1996_228,cooper et al._1996,no comm,,2,cooper et al._1996_21,cooper et al._1996_24,2,3
cooper et al._1996_229,cooper et al._1996,no comm,,2,cooper et al._1996_23,cooper et al._1996_26,1,3
cooper et al._1996_230,cooper et al._1996,no comm,,2,cooper et al._1996_25,cooper et al._1996_28,2,4
cooper et al._1996_231,cooper et al._1996,no comm,,2,cooper et al._1996_27,cooper et al._1996_30,2,4
cooper et al._1996_232,cooper et al._1996,no comm,,2,cooper et al._1996_29,cooper et al._1996_32,2,3
cooper et al._1996_233,cooper et al._1996,no comm,,2,cooper et al._1996_3,cooper et al._1996_6,1,4
cooper et al._1996_234,cooper et al._1996,no comm,,2,cooper et al._1996_31,cooper et al._1996_34,1,3
cooper et al._1996_235,cooper et al._1996,no comm,,2,cooper et al._1996_33,cooper et al._1996_36,2,3
cooper et al._1996_236,cooper et al._1996,no comm,,2,cooper et al._1996_35,cooper et al._1996_38,2,4
cooper et al._1996_237,cooper et al._1996,no comm,,2,cooper et al._1996_37,cooper et al._1996_40,1,4
cooper et al._1996_238,cooper et al._1996,no comm,,2,cooper et al._1996_5,cooper et al._1996_8,2,3
cooper et al._1996_239,cooper et al._1996,no comm,,2,cooper et al._1996_7,cooper et al._1996_10,1,3
cooper et al._1996_240,cooper et al._1996,no comm,,2,cooper et al._1996_9,cooper et al._1996_12,1,4
cooper et al._1996_241,cooper et al._1996,no comm,,20,cooper et al._1996_1,cooper et al._1996_40,2,3
cooper et al._1996_242,cooper et al._1996,no comm,,20,cooper et al._1996_10,cooper et al._1996_11,1,3
cooper et al._1996_243,cooper et al._1996,no comm,,20,cooper et al._1996_12,cooper et al._1996_13,1,3
cooper et al._1996_244,cooper et al._1996,no comm,,20,cooper et al._1996_14,cooper et al._1996_15,1,3
cooper et al._1996_245,cooper et al._1996,no comm,,20,cooper et al._1996_16,cooper et al._1996_17,1,3
cooper et al._1996_246,cooper et al._1996,no comm,,20,cooper et al._1996_18,cooper et al._1996_19,1,3
cooper et al._1996_247,cooper et al._1996,no comm,,20,cooper et al._1996_2,cooper et al._1996_3,2,4
cooper et al._1996_248,cooper et al._1996,no comm,,20,cooper et al._1996_20,cooper et al._1996_21,1,3
cooper et al._1996_249,cooper et al._1996,no comm,,20,cooper et al._1996_22,cooper et al._1996_23,1,3
cooper et al._1996_250,cooper et al._1996,no comm,,20,cooper et al._1996_24,cooper et al._1996_25,1,3
cooper et al._1996_251,cooper et al._1996,no comm,,20,cooper et al._1996_26,cooper et al._1996_27,1,3
cooper et al._1996_252,cooper et al._1996,no comm,,20,cooper et al._1996_28,cooper et al._1996_29,1,3
cooper et al._1996_253,cooper et al._1996,no comm,,20,cooper et al._1996_30,cooper et al._1996_31,1,3
cooper et al._1996_254,cooper et al._1996,no comm,,20,cooper et al._1996_32,cooper et al._1996_33,1,3
cooper et al._1996_255,cooper et al._1996,no comm,,20,cooper et al._1996_34,cooper et al._1996_35,1,3
cooper et al._1996_256,cooper et al._1996,no comm,,20,cooper et al._1996_36,cooper et al._1996_37,1,4
cooper et al._1996_257,cooper et al._1996,no comm,,20,cooper et al._1996_38,cooper et al._1996_39,2,3
cooper et al._1996_258,cooper et al._1996,no comm,,20,cooper et al._1996_4,cooper et al._1996_5,1,3
cooper et al._1996_259,cooper et al._1996,no comm,,20,cooper et al._1996_6,cooper et al._1996_7,1,3
cooper et al._1996_260,cooper et al._1996,no comm,,20,cooper et al._1996_8,cooper et al._1996_9,1,3
cooper et al._1996_261,cooper et al._1996,no comm,,3,cooper et al._1996_1,cooper et al._1996_6,2,3
cooper et al._1996_262,cooper et al._1996,no comm,,3,cooper et al._1996_11,cooper et al._1996_16,1,4
